AD_LEVEL,TA_ID,TAMBON_E,AM_ID,AMPHOE_E,CH_ID,CHANGWAT_E,LAT,LONG
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.546,99.706
4,210114,Maptaphut,2101,Mueang Rayong,21,Rayong,12.646,101.171
4,210114,Maptaphut,2101,Mueang Rayong,21,Rayong,12.645,101.170
4,210114,Maptaphut,2101,Mueang Rayong,21,Rayong,12.649,101.174
4,210114,Maptaphut,2101,Mueang Rayong,21,Rayong,12.644,101.169
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.459,99.403
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.291,99.241
4,440103,Tha Tum,4401,Mueang Maha Sarakham,44,Maha Sarakham,16.162,103.484
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.708,99.675
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.796,99.713
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.677,99.659
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.611,100.889
4,921003,Tase,9210,Hat Samran,92,Trang,7.033,99.449
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.477,99.369
4,860306,Pak Khlong,8603,Pathio,86,Chumphon,10.862,99.486
4,860801,Pak Tako,8608,Thung Tako,86,Chumphon,10.165,99.176
4,860306,Pak Khlong,8603,Pathio,86,Chumphon,10.800,99.538
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.672,99.844
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.767,99.668
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.466,99.359
4,860801,Pak Tako,8608,Thung Tako,86,Chumphon,10.131,99.165
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.705,99.799
4,921003,Tase,9210,Hat Samran,92,Trang,6.984,99.473
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.197,99.221
4,860801,Pak Tako,8608,Thung Tako,86,Chumphon,10.118,99.216
4,921003,Tase,9210,Hat Samran,92,Trang,7.067,99.398
4,860306,Pak Khlong,8603,Pathio,86,Chumphon,10.782,99.530
4,220607,Bang Kachai,2206,Laem Sing,22,Chanthaburi,12.465,102.066
4,921003,Tase,9210,Hat Samran,92,Trang,7.016,99.445
4,860306,Pak Khlong,8603,Pathio,86,Chumphon,10.840,99.497
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.710,99.794
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.707,99.676
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,9.406,97.901
4,200905,Samae San,2009,Sattahip,20,Chon Buri,12.616,100.918
4,921003,Tase,9210,Hat Samran,92,Trang,7.075,99.451
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.817,102.397
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.551,99.694
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.582,99.719
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,9.495,97.874
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.551,99.350
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.805,102.376
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.857,102.525
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.681,99.677
4,850502,Kamphuan,8505,Suk Samran,85,Ranong,9.401,98.392
4,920222,,9202,Kantang,92,Trang,7.272,99.475
4,840301,Don Sak,8403,Don Sak,84,Surat Thani,9.310,99.660
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.247,99.249
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.699,99.680
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.675,99.833
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.709,99.676
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.815,102.398
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.819,102.402
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.696,99.662
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.542,99.164
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.858,102.523
4,920213,Ko Libong,9202,Kantang,92,Trang,7.303,99.394
4,830103,Ko Kaeo,8301,Mueang Phuket,83,Phuket,7.924,98.455
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.222,99.243
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.524,99.269
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.706,99.675
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.661,99.659
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,9.472,97.876
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.486,99.418
4,850502,Kamphuan,8505,Suk Samran,85,Ranong,9.500,98.374
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.808,102.378
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.515,99.174
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.506,99.425
4,920504,Mai Fat,9205,Sikao,92,Trang,7.470,99.320
4,200701,Si Racha,2007,Si Racha,20,Chon Buri,13.174,100.920
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.681,99.667
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.349,99.295
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.049,98.676
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.485,99.366
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.655,99.876
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.676,99.664
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.208,99.249
4,840301,Don Sak,8403,Don Sak,84,Surat Thani,9.351,99.720
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.704,99.871
4,860102,Pak Nam,8601,Mueang Chumphon,86,Chumphon,10.448,99.253
4,921003,Tase,9210,Hat Samran,92,Trang,7.144,99.639
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.810,102.376
4,860801,Pak Tako,8608,Thung Tako,86,Chumphon,10.132,99.163
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.702,99.664
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.296,99.247
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.514,99.173
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.504,99.182
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.664,99.677
4,830108,Karon,8301,Mueang Phuket,83,Phuket,7.821,98.285
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.687,99.675
4,921003,Tase,9210,Hat Samran,92,Trang,7.144,99.631
4,210114,Maptaphut,2101,Mueang Rayong,21,Rayong,12.648,101.170
4,860306,Pak Khlong,8603,Pathio,86,Chumphon,10.865,99.489
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.508,99.173
4,920221,,9202,Kantang,92,Trang,7.291,99.450
4,920501,Bo Hin,9205,Sikao,92,Trang,7.549,99.283
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.770,99.668
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.521,99.711
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.800,99.713
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.426,99.316
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.603,99.715
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.499,99.318
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.652,99.692
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.646,100.897
4,810505,Ao Luek Noi,8105,Ao Luek,81,Krabi,8.211,98.687
4,850502,Kamphuan,8505,Suk Samran,85,Ranong,9.500,98.368
4,840301,Don Sak,8403,Don Sak,84,Surat Thani,9.315,99.660
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.257,99.227
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.672,99.681
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.514,99.262
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.200,99.249
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.542,99.673
4,810505,Ao Luek Noi,8105,Ao Luek,81,Krabi,8.208,98.691
4,860801,Pak Tako,8608,Thung Tako,86,Chumphon,10.151,99.204
4,810505,Ao Luek Noi,8105,Ao Luek,81,Krabi,8.302,98.698
4,850109,Ko Phayam,8501,Mueang Ranong,85,Ranong,9.877,98.442
4,810505,Ao Luek Noi,8105,Ao Luek,81,Krabi,8.204,98.690
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.671,99.678
4,850105,Pak Nam,8501,Mueang Ranong,85,Ranong,9.914,98.526
4,830301,Thep Krasattri,8303,Thalang,83,Phuket,8.116,98.425
4,850109,Ko Phayam,8501,Mueang Ranong,85,Ranong,9.779,98.477
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.771,99.671
4,850105,Pak Nam,8501,Mueang Ranong,85,Ranong,9.926,98.514
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.144,98.717
4,200905,Samae San,2009,Sattahip,20,Chon Buri,12.549,100.971
4,810502,Laem Sak,8105,Ao Luek,81,Krabi,8.292,98.616
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.673,99.669
4,810105,Khao Khram,8101,Mueang Krabi,81,Krabi,8.210,98.729
4,830103,Ko Kaeo,8301,Mueang Phuket,83,Phuket,7.965,98.451
4,220602,Ko Proet,2206,Laem Sing,22,Chanthaburi,12.424,102.109
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.548,99.705
4,860306,Pak Khlong,8603,Pathio,86,Chumphon,10.823,99.492
4,860801,Pak Tako,8608,Thung Tako,86,Chumphon,10.155,99.218
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.488,99.334
4,200408,Na Kluea,2004,Bang Lamung,20,Chon Buri,12.928,100.805
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.823,102.385
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.482,99.696
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.676,99.677
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.776,99.672
4,210305,Kram,2103,Klaeng,21,Rayong,12.584,101.510
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.272,99.233
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.556,99.685
4,810505,Ao Luek Noi,8105,Ao Luek,81,Krabi,8.238,98.708
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.176,98.735
4,921003,Tase,9210,Hat Samran,92,Trang,7.075,99.394
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.643,99.694
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.104,98.682
4,860801,Pak Tako,8608,Thung Tako,86,Chumphon,10.071,99.185
4,850305,Bang Hin,8503,Papoe,85,Ranong,9.595,98.469
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.653,99.833
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.319,99.300
4,200905,Samae San,2009,Sattahip,20,Chon Buri,12.603,100.917
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.363,99.310
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.249,99.224
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.611,99.700
4,830107,Rawai,8301,Mueang Phuket,83,Phuket,7.767,98.300
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.510,99.705
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.686,99.905
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.505,99.177
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.129,98.685
4,210305,Kram,2103,Klaeng,21,Rayong,12.557,101.569
4,830107,Rawai,8301,Mueang Phuket,83,Phuket,7.736,98.296
4,810302,Ko Lanta Noi,8103,Ko Lanta,81,Krabi,7.576,99.142
4,840301,Don Sak,8403,Don Sak,84,Surat Thani,9.331,99.703
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.727,100.798
4,810505,Ao Luek Noi,8105,Ao Luek,81,Krabi,8.246,98.704
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.594,99.721
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,9.396,97.895
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.390,99.293
4,850502,Kamphuan,8505,Suk Samran,85,Ranong,9.457,98.328
4,200408,Na Kluea,2004,Bang Lamung,20,Chon Buri,12.942,100.793
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.612,100.876
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.624,100.901
4,810116,Ao Nang,8101,Mueang Krabi,81,Krabi,7.616,98.863
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.641,99.675
4,921003,Tase,9210,Hat Samran,92,Trang,7.133,99.583
4,840501,Ko Pha-Ngan,8405,Ko Pha-ngan,84,Surat Thani,9.802,99.979
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.835,102.460
4,220205,Bang Chan,2202,Khlung,22,Chanthaburi,12.288,102.251
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.113,98.707
4,920213,Ko Libong,9202,Kantang,92,Trang,7.314,99.408
4,860106,Na Cha-Ang,8601,Mueang Chumphon,86,Chumphon,10.557,99.379
4,810302,Ko Lanta Noi,8103,Ko Lanta,81,Krabi,7.561,99.144
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.709,99.671
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.619,99.689
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.124,98.669
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.107,98.688
4,220602,Ko Proet,2206,Laem Sing,22,Chanthaburi,12.396,102.133
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.665,99.691
4,921003,Tase,9210,Hat Samran,92,Trang,6.975,99.475
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.496,99.421
4,850105,Pak Nam,8501,Mueang Ranong,85,Ranong,9.920,98.535
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.729,99.660
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.808,102.455
4,840301,Don Sak,8403,Don Sak,84,Surat Thani,9.352,99.683
4,830105,,8301,Mueang Phuket,83,Phuket,7.834,98.423
4,210305,Kram,2103,Klaeng,21,Rayong,12.599,101.691
4,920501,Bo Hin,9205,Sikao,92,Trang,7.559,99.288
4,920213,Ko Libong,9202,Kantang,92,Trang,7.380,99.248
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.732,99.706
4,100106,Sao Chingcha,1001,Phra Nakhon,10,Bangkok,13.753,100.500
4,830107,Rawai,8301,Mueang Phuket,83,Phuket,7.747,98.301
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,8.519,97.647
4,100105,San Chaopho Suea,1001,Phra Nakhon,10,Bangkok,13.754,100.497
4,220607,Bang Kachai,2206,Laem Sing,22,Chanthaburi,12.463,102.023
4,200905,Samae San,2009,Sattahip,20,Chon Buri,12.572,100.932
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.799,102.451
4,810105,Khao Khram,8101,Mueang Krabi,81,Krabi,8.217,98.725
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.617,100.881
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.376,99.322
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,8.569,97.636
4,920501,Bo Hin,9205,Sikao,92,Trang,7.547,99.279
4,850109,Ko Phayam,8501,Mueang Ranong,85,Ranong,9.717,98.423
4,840501,Ko Pha-Ngan,8405,Ko Pha-ngan,84,Surat Thani,9.709,99.973
4,820203,Phru Nai,8202,Ko Yao,82,Phang-nga,7.892,98.581
4,100108,Talat Yot,1001,Phra Nakhon,10,Bangkok,13.760,100.498
4,210305,Kram,2103,Klaeng,21,Rayong,12.569,101.700
4,920414,,9204,Palian,92,Trang,7.152,99.651
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.323,99.280
4,810116,Ao Nang,8101,Mueang Krabi,81,Krabi,7.821,98.774
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,9.477,97.904
4,810802,Ko Si Boya,8108,Nuea Khlong,81,Krabi,7.801,98.995
4,220314,Khlong Khut,2203,Tha Mai,22,Chanthaburi,12.512,101.950
4,921003,Tase,9210,Hat Samran,92,Trang,7.118,99.426
4,860304,Chum Kho,8603,Pathio,86,Chumphon,10.701,99.410
4,100103,Wat Ratchabophit,1001,Phra Nakhon,10,Bangkok,13.750,100.499
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.676,100.823
4,830301,Thep Krasattri,8303,Thalang,83,Phuket,8.108,98.405
4,810802,Ko Si Boya,8108,Nuea Khlong,81,Krabi,7.869,99.044
4,860801,Pak Tako,8608,Thung Tako,86,Chumphon,10.145,99.178
4,810802,Ko Si Boya,8108,Nuea Khlong,81,Krabi,7.808,98.991
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.106,98.707
4,810116,Ao Nang,8101,Mueang Krabi,81,Krabi,7.817,98.795
4,810802,Ko Si Boya,8108,Nuea Khlong,81,Krabi,7.879,99.046
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.446,99.652
4,830304,Pa Khlok,8303,Thalang,83,Phuket,8.028,98.461
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.120,98.678
4,810505,Ao Luek Noi,8105,Ao Luek,81,Krabi,8.297,98.694
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.783,99.673
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.694,99.858
4,920401,Tha Kham,9204,Palian,92,Trang,7.127,99.699
4,840501,Ko Pha-Ngan,8405,Ko Pha-ngan,84,Surat Thani,9.706,99.948
4,810303,Ko Klang,8103,Ko Lanta,81,Krabi,7.746,99.126
4,810802,Ko Si Boya,8108,Nuea Khlong,81,Krabi,7.847,98.983
4,100104,Samran Rat,1001,Phra Nakhon,10,Bangkok,13.751,100.503
4,840406,Bo Phut,8404,Ko Samui,84,Surat Thani,9.539,100.081
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,8.828,97.802
4,810304,Khlong Yang,8103,Ko Lanta,81,Krabi,7.855,99.053
4,810301,Ko Lanta Yai,8103,Ko Lanta,81,Krabi,7.496,99.120
4,921003,Tase,9210,Hat Samran,92,Trang,7.108,99.428
4,810105,Khao Khram,8101,Mueang Krabi,81,Krabi,8.217,98.730
4,230701,Ko Chang,2307,Ko Chang,23,Trat,12.161,102.247
4,200904,Bang Sare,2009,Sattahip,20,Chon Buri,12.761,100.844
4,850109,Ko Phayam,8501,Mueang Ranong,85,Ranong,9.782,98.447
4,220602,Ko Proet,2206,Laem Sing,22,Chanthaburi,12.409,102.122
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.543,99.261
4,850109,Ko Phayam,8501,Mueang Ranong,85,Ranong,9.736,98.486
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.667,99.666
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.101,98.690
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.716,99.887
4,850109,Ko Phayam,8501,Mueang Ranong,85,Ranong,9.866,98.472
4,840403,Taling Ngam,8404,Ko Samui,84,Surat Thani,9.310,99.892
4,210305,Kram,2103,Klaeng,21,Rayong,12.611,101.687
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.521,99.699
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.523,99.692
4,100109,Chana Songkhram,1001,Phra Nakhon,10,Bangkok,13.762,100.495
4,850109,Ko Phayam,8501,Mueang Ranong,85,Ranong,9.769,98.464
4,840403,Taling Ngam,8404,Ko Samui,84,Surat Thani,9.314,99.913
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.679,99.681
4,830107,Rawai,8301,Mueang Phuket,83,Phuket,7.760,98.392
4,850501,Nakha,8505,Suk Samran,85,Ranong,9.514,98.360
4,100204,Si Yaek Maha Nak,1002,Dusit,10,Bangkok,13.758,100.517
4,810505,Ao Luek Noi,8105,Ao Luek,81,Krabi,8.294,98.699
4,830107,Rawai,8301,Mueang Phuket,83,Phuket,7.757,98.331
4,810302,Ko Lanta Noi,8103,Ko Lanta,81,Krabi,7.613,99.149
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,9.421,97.830
4,230601,Ko Mak,2306,Ko Kut,23,Trat,11.774,102.392
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.698,99.841
4,840403,Taling Ngam,8404,Ko Samui,84,Surat Thani,9.370,99.977
4,850501,Nakha,8505,Suk Samran,85,Ranong,9.569,98.384
4,810118,Khlong Prasong,8101,Mueang Krabi,81,Krabi,7.972,98.809
4,100804,,1008,Pom Prap Sattruphai,10,Bangkok,13.752,100.507
4,830107,Rawai,8301,Mueang Phuket,83,Phuket,7.485,98.316
4,830304,Pa Khlok,8303,Thalang,83,Phuket,8.060,98.446
4,850105,Pak Nam,8501,Mueang Ranong,85,Ranong,9.902,98.512
4,810304,Khlong Yang,8103,Ko Lanta,81,Krabi,7.833,99.020
4,100110,Ban Phan Thom,1001,Phra Nakhon,10,Bangkok,13.762,100.503
4,830105,,8301,Mueang Phuket,83,Phuket,7.829,98.415
4,850105,Pak Nam,8501,Mueang Ranong,85,Ranong,9.931,98.483
4,101303,,1013,Samphanthawong,10,Bangkok,13.734,100.513
4,100802,,1008,Pom Prap Sattruphai,10,Bangkok,13.749,100.512
4,100111,Bang Khun Phrom,1001,Phra Nakhon,10,Bangkok,13.765,100.505
4,200103,Ban Khot,2001,Mueang Chon Buri,20,Chon Buri,13.376,100.990
4,850502,Kamphuan,8505,Suk Samran,85,Ranong,9.436,98.352
4,920504,Mai Fat,9205,Sikao,92,Trang,7.494,99.302
4,100805,,1008,Pom Prap Sattruphai,10,Bangkok,13.759,100.511
4,200905,Samae San,2009,Sattahip,20,Chon Buri,12.521,100.970
4,101302,,1013,Samphanthawong,10,Bangkok,13.739,100.511
4,810118,Khlong Prasong,8101,Mueang Krabi,81,Krabi,7.954,98.806
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.709,99.894
4,100107,Bowon Niwet,1001,Phra Nakhon,10,Bangkok,13.757,100.501
4,100405,,1004,Bang Rak,10,Bangkok,13.725,100.514
4,830103,Ko Kaeo,8301,Mueang Phuket,83,Phuket,7.953,98.451
4,101301,,1013,Samphanthawong,10,Bangkok,13.741,100.504
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.584,99.455
4,100112,Wat Sam Phraya,1001,Phra Nakhon,10,Bangkok,13.768,100.499
4,810106,Khao Thong,8101,Mueang Krabi,81,Krabi,8.079,98.677
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.644,100.889
4,860408,Bang Nam Chuet,8604,Lang Suan,86,Chumphon,10.051,99.188
4,100803,,1008,Pom Prap Sattruphai,10,Bangkok,13.753,100.513
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.564,99.345
4,801503,Thong Nian,8015,Khanom,80,Nakhon Si Thammarat,9.324,99.775
4,100404,,1004,Bang Rak,10,Bangkok,13.727,100.527
4,100801,,1008,Pom Prap Sattruphai,10,Bangkok,13.743,100.514
4,740103,Krok Krak,7401,Mueang Samut Sakhon,74,Samut Sakhon,13.533,100.276
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.548,99.663
4,100401,,1004,Bang Rak,10,Bangkok,13.734,100.520
4,810304,Khlong Yang,8103,Ko Lanta,81,Krabi,7.848,99.069
4,850305,Bang Hin,8503,Papoe,85,Ranong,9.575,98.515
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,9.371,97.866
4,810303,Ko Klang,8103,Ko Lanta,81,Krabi,7.738,99.126
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.612,99.712
4,101502,,1015,Thon Buri,10,Bangkok,13.731,100.490
4,220205,Bang Chan,2202,Khlung,22,Chanthaburi,12.292,102.239
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.714,99.878
4,840403,Taling Ngam,8404,Ko Samui,84,Surat Thani,9.307,99.961
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.429,99.671
4,101801,,1018,Khlong San,10,Bangkok,13.731,100.497
4,860706,Dan Sawi,8607,Sawi,86,Chumphon,10.254,99.256
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.698,99.675
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,8.593,97.630
4,100102,Wang Burapha Phirom,1001,Phra Nakhon,10,Bangkok,13.744,100.499
4,200905,Samae San,2009,Sattahip,20,Chon Buri,12.586,100.963
4,200102,Makham Yong,2001,Mueang Chon Buri,20,Chon Buri,13.372,100.985
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.658,99.681
4,101501,,1015,Thon Buri,10,Bangkok,13.737,100.493
4,820603,Ko Phra Thong,8206,Khura Buri,82,Phang-nga,8.673,97.638
4,100402,,1004,Bang Rak,10,Bangkok,13.730,100.525
4,810302,Ko Lanta Noi,8103,Ko Lanta,81,Krabi,7.589,99.144
4,810802,Ko Si Boya,8108,Nuea Khlong,81,Krabi,7.886,99.052
4,810502,Laem Sak,8105,Ao Luek,81,Krabi,8.235,98.642
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.683,99.863
4,102210,,1022,Phasi Charoen,10,Bangkok,13.727,100.457
4,860116,Hat Sai Ri,8601,Mueang Chumphon,86,Chumphon,10.395,99.345
4,141201,Sena,1412,Sena,14,Phra Nakhon Si Ayutthaya,14.328,100.404
4,101601,,1016,Bangkok Yai,10,Bangkok,13.743,100.486
4,160102,Tha Hin,1601,Mueang Lop Buri,16,Lop Buri,14.802,100.611
4,921003,Tase,9210,Hat Samran,92,Trang,7.047,99.471
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.704,99.877
4,910106,Ko Sarai,9101,Mueang Satun,91,Satun,6.715,99.810
4,101802,,1018,Khlong San,10,Bangkok,13.735,100.504
4,110401,Talat,1104,Phra Pradaeng,11,Samut Prakarn,13.656,100.533
4,150102,Bang Kaeo,1501,Mueang Ang Thong,15,Ang Thong,14.588,100.459
4,840401,Ang Thong,8404,Ko Samui,84,Surat Thani,9.649,99.668
4,810303,Ko Klang,8103,Ko Lanta,81,Krabi,7.706,99.117
4,103704,,1037,Rat Thewi,10,Bangkok,13.752,100.528
4,200901,Sattahip,2009,Sattahip,20,Chon Buri,12.638,100.871
4,102206,,1022,Phasi Charoen,10,Bangkok,13.727,100.450
4,101901,,1019,Taling Chan,10,Bangkok,13.760,100.456
4,850501,Nakha,8505,Suk Samran,85,Ranong,9.544,98.482
4,140102,Kamang,1401,Phra Nakhon Si Ayutthaya,14,Phra Nakhon Si Ayutthaya,14.341,100.581
4,850105,Pak Nam,8501,Mueang Ranong,85,Ranong,9.916,98.514
4,850305,Bang Hin,8503,Papoe,85,Ranong,9.577,98.485
4,100202,Wachira Phayaban,1002,Dusit,10,Bangkok,13.778,100.505
