TAMBON_E,AM_ID,AMPHOE_E,CH_ID,CHANGWAT_E,LAT,LONG
Rang Phikun,7302,Kamphaeng Saen,73,Nakhon Pathom,14.003,99.917
Nong Kom Ko,4301,Mueang Nong Khai,43,Nong Khai,17.83,102.742
Nong Suang,1904,Wihan Daeng,19,Saraburi,14.34,100.983
Mueang Nga,5101,Mueang Lamphun,51,Lamphun,18.613,99.032
Nong Samsak,2002,Ban Bueng,20,Chon Buri,13.33,101.072
Nong Waeng,4708,Wanon Niwat,47,Sakon Nakhon,17.767,103.726
Tha Khanan,8006,Chian Yai,80,Nakhon Si Thammarat,8.14,100.165
Kamala,8302,Kathu,83,Phuket,7.945,98.289
Khlong Sai,6609,Sak Lek,66,Phichit,16.552,100.559
,1101,Mueang Samut Prakan,11,Samut Prakarn,13.564,100.653
Nong Long,5108,Wiang Nong Long,51,Lamphun,18.404,98.732
Tha Pradu,2101,Mueang Rayong,21,Rayong,12.672,101.266
Ma-Ue,4505,Thawat Buri,45,Roi Et,16.081,103.731
Pho Ming,9404,Panare,94,Pattani,6.786,101.554
Saphue,3411,Trakan Phuet Phon,34,Ubon Ratchathani,15.51,105.029
Bang Khu Wat,1301,Mueang Pathum Thani,13,Pathum Thani,13.963,100.495
Sa Kaeo,4011,Pueai Noi,40,Khon Kaen,15.85,102.895
Suan Som,7403,Ban Phaeo,74,Samut Sakhon,13.624,100.186
Non Pun,3306,Phrai Bueng,33,Si Sa Ket,14.857,104.303
Chang,9004,Na Thawi,90,Songkhla,6.762,100.709
Don Nang Hong,4805,That Phanom,48,Nakhon Phanom,17.097,104.743
,6601,Mueang Phichit,66,Phichit,16.504,100.303
Renu Tai,4806,Renu Nakhon,48,Nakhon Phanom,17.019,104.66
Si Kai,4301,Mueang Nong Khai,43,Nong Khai,17.958,102.884
Tha Sathon,8417,Phunphin,84,Surat Thani,8.994,99.227
Ban Kwang,5404,Sung Men,54,Phrae,18.033,100.222
Bua Kham,4508,Pho Chai,45,Roi Et,16.281,103.812
Bang Krasan,1406,Bang Pa-in,14,Phra Nakhon Si Ayutthaya,14.189,100.565
Santi Suk,5705,Phan,57,Chiang Rai,19.575,99.765
Khok Kong,4701,Mueang Sakon Nakhon,47,Sakon Nakhon,17.133,104.294
Khlong Daen,9007,Ranot,90,Songkhla,7.912,100.319
Sala Mai,9602,Tak Bai,96,Narathiwat,6.282,102.008
Nong Yao,1901,Mueang Saraburi,19,Saraburi,14.472,100.89
Chian Yai,8006,Chian Yai,80,Nakhon Si Thammarat,8.202,100.116
Bung Loet,4515,Moei Wadi,45,Roi Et,16.416,104.123
Wang Phang,5108,Wiang Nong Long,51,Lamphun,18.422,98.744
Pa Pong,5005,Doi Saket,50,Chiang Mai,18.85,99.16
,4518,Chiang Khwan,45,Roi Et,16.191,103.724
Khok Chan,3310,Uthumphon Phisai,33,Si Sa Ket,14.966,104.104
Hua Saphan,7601,Mueang Phetchaburi,76,Phetchaburi,13.117,99.866
Makham Sung,6501,Mueang Phitsanulok,65,Phitsanulok,16.929,100.256
Lam Nong Saen,4612,Nong Kung Si,46,Kalasin,16.678,103.307
Pho Sangkho,1703,Khai Bang Rachan,17,Sing Buri,14.833,100.349
Talo Due Raman,9411,Kapho,94,Pattani,6.603,101.554
Ban Klang,5101,Mueang Lamphun,51,Lamphun,18.575,99.063
Khun Krathing,8601,Mueang Chumphon,86,Chumphon,10.457,99.104
Tapon,2202,Khlung,22,Chanthaburi,12.493,102.175
Krahat,3204,Chom Phra,32,Surin,15.13,103.529
Nong Phai Baen,6101,Mueang Uthai Thani,61,Uthai Thani,15.444,100.018
Tha Takhro,7106,Tha Muang,71,Kanchanaburi,13.917,99.699
Mueang,2001,Mueang Chon Buri,20,Chon Buri,13.263,100.959
Nong Chok,2404,Bang Pakong,24,Chachoengsao,13.603,100.989
Chedi Hak,7001,Mueang Ratchaburi,70,Ratchaburi,13.539,99.781
Amphaeng,7403,Ban Phaeo,74,Samut Sakhon,13.6,100.189
Phon Thong,4806,Renu Nakhon,48,Nakhon Phanom,17.068,104.697
Huai Khan Laen,1506,Wiset Chai Chan,15,Ang Thong,14.555,100.294
Si Nawa,2601,Mueang Nakhon Nayok,26,Nakhon Nayok,14.209,101.267
Si Bunrueang,4018,Chonnabot,40,Khon Kaen,16.115,102.623
Ban Mo,1704,Phrom Buri,17,Sing Buri,14.746,100.461
Nong Yai,4516,Si Somdet,45,Roi Et,16.044,103.541
Nong Lat,4706,Waritchaphum,47,Sakon Nakhon,17.319,103.543
Ton Pho,1701,Mueang Sing Buri,17,Sing Buri,14.869,100.398
Thung Bu Lang,9106,Thung  Wa,91,Satun,7.047,99.692
Khu Lamphan,2509,Si Mahosot,25,Prachin Buri,13.926,101.41
Pa Tan,5210,Mae Tha,52,Lampang,18.122,99.477
Umong,5101,Mueang Lamphun,51,Lamphun,18.648,99.042
Man Wichai,1412,Sena,14,Phra Nakhon Si Ayutthaya,14.24,100.371
Thap Luang,7301,mueang Nakhon Pathom,73,Nakhon Pathom,13.878,100.021
Bang Rachan,1703,Khai Bang Rachan,17,Sing Buri,14.799,100.296
Muang Tia,9412,Mae Lan,94,Pattani,6.677,101.266
Bang Pu,1101,Mueang Samut Prakan,11,Samut Prakarn,13.51,100.751
Ban Hip,1414,Uthai,14,Phra Nakhon Si Ayutthaya,14.372,100.712
Khlong Chanak,8401,Mueang Surat Thani,84,Surat Thani,9.191,99.351
Na Dun,4410,Na Dun,44,Maha Sarakham,15.738,103.205
Pueai Noi,4011,Pueai Noi,40,Khon Kaen,15.879,102.904
Erawan,9608,Waeng,96,Narathiwat,5.973,101.842
,6601,Mueang Phichit,66,Phichit,16.507,100.268
Kham Niam,3303,Kanthararom,33,Si Sa Ket,15.066,104.583
Non Daeng,4025,Non Sila,40,Khon Kaen,16.005,102.687
Pho Thong,8008,Tha Sala,80,Nakhon Si Thammarat,8.613,99.923
Non Sila Loeng,4618,Khong Chai,46,Kalasin,16.321,103.493
Nong Sala,7604,Cha-am,76,Phetchaburi,12.891,99.971
Pak Phraek,8607,Sawi,86,Chumphon,10.291,99.148
Nok Ok,3014,Pak Thong Chai,30,Nakhon Ratchasima,14.686,102.036
Ban Kluai,1801,Mueang Chai Nat,18,Chai Nat,15.182,100.153
Phayuha,6010,Phayuha Hkiri,60,Nakhon Sawan,15.455,100.145
Mae Sai,5709,Mae Sai,57,Chiang Rai,20.431,99.913
Suan Luang,7402,Krathum Baen,74,Samut Sakhon,13.671,100.323
On Klang,5023,Mae On,50,Chiang Mai,18.758,99.263
Siao,3321,Pho Si Suwan,33,Si Sa Ket,15.251,104.043
Yang Muang,7105,Tha Maka,71,Kanchanaburi,13.921,99.834
Thap Sakae,7703,Thap Sakae,77,Prachuap Khiri Khan,11.516,99.627
Lak Kaeo,1506,Wiset Chai Chan,15,Ang Thong,14.517,100.289
Ban Phran,1505,Sawaeng Ha,15,Ang Thong,14.709,100.306
Mueang Thong,4501,Mueang Roi Et,45,Roi Et,15.932,103.591
Pracha Thipat,1303,Thanyaburi,13,Pathum Thani,13.987,100.632
Bang Phra Luang,6001,Mueang Nakhon Sawan,60,Nakhon Sawan,15.771,100.188
Ban Ku,4411,Yang Sisurat,44,Maha Sarakham,15.686,103.136
Ban Mai,8012,Pak Phanang,80,Nakhon Si Thammarat,8.277,100.154
Lam Mai,9501,Mueang Yala,95,Yala,6.583,101.205
Khi Lek,4514,At Samat,45,Roi Et,15.903,103.791
Huai Kapi,2001,Mueang Chon Buri,20,Chon Buri,13.304,100.968
Laem Phak Bia,7607,Ban Laem,76,Phetchaburi,13.044,100.076
Muang Ngam,9015,Singhanakhon,90,Songkhla,7.347,100.476
Dong Charoen,3504,Kham Khuean Kaeo,35,Yasothon,15.698,104.292
Tha Ngam,1706,In Buri,17,Sing Buri,15.041,100.343
Don Moei,3701,Mueang Amnat Charoen,37,Amnat Charoen,15.823,104.562
Nong Phai,6105,Nong Khayang,61,Uthai Thani,15.341,99.902
Lam Luk Bua,7304,Don Tum,73,Nakhon Pathom,14.024,100.074
,1049,Thung Khu,10,Bangkok,13.614,100.497
Tha Maka,7105,Tha Maka,71,Kanchanaburi,13.93,99.779
Hua Pluak,1910,Sao Hai,19,Saraburi,14.615,100.844
,1003,Nong Chok,10,Bangkok,13.84,100.836
Tanot Duan,9305,Khuan Khanun,93,Phatthalung,7.718,100.036
Podo,9405,Mayo,94,Pattani,6.666,101.359
Don Sai,9305,Khuan Khanun,93,Phatthalung,7.716,99.975
Nong Song Hong,7403,Ban Phaeo,74,Samut Sakhon,13.581,100.065
Ban San,6406,Si Samrong,64,Sukhothai,17.203,99.77
Bang Mae Nang,1203,Bang Yai,12,Nonthaburi,13.868,100.381
Thep Khiri,3906,Na Wang,39,Nong Bua Lam Phu,17.308,102.117
Tha Tum,5106,Pa Sang,51,Lamphun,18.478,98.873
Manang Dalam,9407,Sai Buri,94,Pattani,6.649,101.599
Bang Pho,8401,Mueang Surat Thani,84,Surat Thani,9.185,99.278
Tha Tum,1902,Kaeng Khoi,19,Saraburi,14.662,100.993
Tha Wang Pha,5506,Tha Wang Pha,55,Nan,19.128,100.831
Pak Phanang Fang Tawan Tok,8012,Pak Phanang,80,Nakhon Si Thammarat,8.36,100.165
Kon Kaeo,2411,Khlong Khuean,24,Chachoengsao,13.765,101.136
Phon Yang,3316,Wang Hin,33,Si Sa Ket,14.926,104.204
Chae Chang,5013,San Kamphaeng,50,Chiang Mai,18.722,99.154
Don Tan,7201,Mueang Saphan Buri,72,Suphan Buri,14.49,100.208
Sam Ruean,6406,Si Samrong,64,Sukhothai,17.183,99.872
Pak Phriao,1901,Mueang Saraburi,19,Saraburi,14.527,100.915
Tha Samet,8007,Cha-uat,80,Nakhon Si Thammarat,7.949,100.017
Huai Yai,6004,Nong Bua,60,Nakhon Sawan,15.864,100.429
Si Chomphu,4807,Na Kae,48,Nakhon Phanom,16.918,104.575
Nong Ta Kai,4508,Pho Chai,45,Roi Et,16.256,103.76
Tha Sai,2601,Mueang Nakhon Nayok,26,Nakhon Nayok,14.174,101.111
Sam Tum,1412,Sena,14,Phra Nakhon Si Ayutthaya,14.24,100.406
Bang Muang,6001,Mueang Nakhon Sawan,60,Nakhon Sawan,15.755,100.11
Tha Chang,2601,Mueang Nakhon Nayok,26,Nakhon Nayok,14.192,101.176
Du,3303,Kanthararom,33,Si Sa Ket,15.08,104.476
Mueang Pho,3116,Huai Rat,31,Buri Ram,15.042,103.268
Kut Ya Luan,3411,Trakan Phuet Phon,34,Ubon Ratchathani,15.731,105.029
Changhan,4517,Changhan,45,Roi Et,16.14,103.594
Na Phan Sam,7601,Mueang Phetchaburi,76,Phetchaburi,13.054,100.03
Nikhom,4609,Sahatsakhan,46,Kalasin,16.677,103.492
Bang Kung,8401,Mueang Surat Thani,84,Surat Thani,9.159,99.36
Pase Yawo,9407,Sai Buri,94,Pattani,6.733,101.606
Talat Noi,1906,Ban Mo,19,Saraburi,14.643,100.716
Ban Aen,5017,Doi Tao,50,Chiang Mai,18.053,98.626
Nam Dam,9406,Thung Yang Daeng,94,Pattani,6.605,101.448
Tha Than,2406,Phanom Sarakham,24,Chachoengsao,13.76,101.383
Ban Chung,1403,Nakhon Luang,14,Phra Nakhon Si Ayutthaya,14.458,100.655
Nong Khayat,2006,Phanat Nikhom,20,Chon Buri,13.402,101.151
Ban Lueam,4101,Mueang Udon Thani,41,Udon Thani,17.421,102.764
Tha Kham,2404,Bang Pakong,24,Chachoengsao,13.479,100.994
Nong Samet,2301,Mueang Trat,23,Trat,12.216,102.504
Bang Khun Sai,7607,Ban Laem,76,Phetchaburi,13.161,100.018
Rop Mueang,2501,Mueang Prachin Buri,25,Prachin Buri,14.066,101.327
Na Phru,8020,Phra Phrom,80,Nakhon Si Thammarat,8.331,99.907
Bang Sai Noi,4906,Wan Yai,49,Mukdahan,16.667,104.707
Pueai Yai,4025,Non Sila,40,Khon Kaen,16.027,102.651
Ban Khuan,9101,Mueang Satun,91,Satun,6.691,100.049
Don Khwang,6101,Mueang Uthai Thani,61,Uthai Thani,15.415,100.032
Rom Mueang,9301,Mueang Phatthalung,93,Phatthalung,7.556,100.008
Sanap Thuep,1411,Wang Noi,14,Phra Nakhon Si Ayutthaya,14.298,100.813
Dong Lan,4501,Mueang Roi Et,45,Roi Et,16.064,103.578
Khok Sung,4507,Phon Thong,45,Roi Et,16.206,103.873
Pho Kao Ton,1601,Mueang Lop Buri,16,Lop Buri,14.775,100.599
Ban Nam Bo,9404,Panare,94,Pattani,6.817,101.563
Ban Ya,4106,Nong Saeng,41,Udon Thani,17.395,103.273
Non Sai,3506,Maha Chana Chai,35,Yasothon,15.552,104.329
Bang Phra Tai,8502,La-un,85,Ranong,10.126,98.73
Takhian Luean,6001,Mueang Nakhon Sawan,60,Nakhon Sawan,15.63,100.086
Dong Mayang,3707,Lue Amnat,37,Amnat Charoen,15.716,104.617
Phon Sa,4302,Tha Bo,43,Nong Khai,17.819,102.61
,4406,Borabue,44,Maha Sarakham,15.897,103.202
Nong Bua,4101,Mueang Udon Thani,41,Udon Thani,17.406,102.822
Thung Fai,5201,Mueang Lampang,52,Lampang,18.374,99.55
Mu No,9610,Su-ngai Kolok,96,Narathiwat,6.108,102.052
Yang Wai,3603,Khon Sawan,36,Chaiyaphum,15.887,102.31
Nong O,7005,Ban Pong,70,Ratchaburi,13.793,99.906
Saen To,7105,Tha Maka,71,Kanchanaburi,13.922,99.732
Kham Maet,4021,Sam Sung,40,Khon Kaen,16.616,103.122
Khao Wua,2203,Tha Mai,22,Chanthaburi,12.637,102.035
That Naweng,4701,Mueang Sakon Nakhon,47,Sakon Nakhon,17.147,104.095
Wang Wa,7205,Si Prachan,72,Suphan Buri,14.661,100.095
Na Ko,6704,Lom Kao,67,Phetchabun,16.832,101.176
Nam Rit,5301,Mueang Uttaradit,53,Uttaradit,17.684,100.132
San Mahaphon,5006,Mae Taeng,50,Chiang Mai,19.118,98.946
Mueang Suea,4408,Phayakkhaphum Phisai,44,Maha Sarakham,15.484,103.206
Wang Yen,7006,Bang Phae,70,Ratchaburi,13.705,99.909
Phai Khwang,1906,Ban Mo,19,Saraburi,14.579,100.648
Tha Maduea,9309,Bang Kaeo,93,Phatthalung,7.451,100.157
,1005,Bang Khen,10,Bangkok,13.866,100.65
Woe,4607,Yang Talat,46,Kalasin,16.543,103.351
Nong Tok Paen,4607,Yang Talat,46,Kalasin,16.319,103.406
Bua Ngam,7004,Damnoen Saduak,70,Ratchaburi,13.608,100.016
Na Thom,4107,Thung Fon,41,Udon Thani,17.542,103.159
Taling Chan,8108,Nuea Khlong,81,Krabi,7.963,98.969
Hua Thanon,2006,Phanat Nikhom,20,Chon Buri,13.531,101.265
Ton Thong,5101,Mueang Lamphun,51,Lamphun,18.572,98.985
Yang Yai,4517,Changhan,45,Roi Et,16.132,103.679
Chom Sawan,5707,Mae Chan,57,Chiang Rai,20.17,99.95
Phrai,3205,Prasat,32,Surin,14.688,103.377
Na Sa-At,4120,Sang Khom,41,Udon Thani,17.843,103.058
Suwanna Khuha,3905,Suwannakhuha,39,Nong Bua Lam Phu,17.551,102.277
,3802,Phon Charoen,38,Bueng Kan,18.031,103.711
Khlong Chet,1302,khlong Luang,13,Pathum Thani,14.125,100.75
Nong Phai,4410,Na Dun,44,Maha Sarakham,15.726,103.318
Khok Si Thong Lang,4409,Wapi Pathum,44,Maha Sarakham,15.852,103.312
Mueang Kao,2406,Phanom Sarakham,24,Chachoengsao,13.728,101.319
Ang Thong,8404,Ko Samui,84,Surat Thani,9.539,99.95
Si Suk,3212,Samrong Thap,32,Surin,15.07,103.949
Nong I Yo,3208,Sanom,32,Surin,15.157,103.714
Yang Chai,1504,Pho Thong,15,Ang Thong,14.658,100.297
Don Masang,7201,Mueang Saphan Buri,72,Suphan Buri,14.524,100.181
Choeng Sae,9008,Krasae Sin,90,Songkhla,7.64,100.274
Sip Et Sok,2405,Ban Pho,24,Chachoengsao,13.605,101.148
Nam Suem,6101,Mueang Uthai Thani,61,Uthai Thani,15.353,100.033
Maret,8404,Ko Samui,84,Surat Thani,9.468,100.032
Phadung Mat,9612,Chanae,96,Narathiwat,6.132,101.728
Khok Phlo,2006,Phanat Nikhom,20,Chon Buri,13.52,101.121
Nong Saen,4409,Wapi Pathum,44,Maha Sarakham,15.983,103.444
Nong Rakhang,3208,Sanom,32,Surin,15.152,103.755
Khao Din,2404,Bang Pakong,24,Chachoengsao,13.528,101.026
Ban Hoi,2507,Prachantakham,25,Prachin Buri,13.996,101.567
Wang Nam Sap,7205,Si Prachan,72,Suphan Buri,14.65,100.154
Pho Sao Han,1414,Uthai,14,Phra Nakhon Si Ayutthaya,14.332,100.759
Na Pa,2001,Mueang Chon Buri,20,Chon Buri,13.385,101.03
Khu Khot,1306,Lam Luk Ka,13,Pathum Thani,13.955,100.641
Tha Nam Oi,6010,Phayuha Hkiri,60,Nakhon Sawan,15.423,100.149
Sisa Chorakhe Yai,1106,Bang Sao Thong,11,Samut Prakarn,13.641,100.803
Kholo Tanyong,9403,Nong Chik,94,Pattani,6.744,101.222
Bang Khwan,2401,Mueang Chachoengsao,24,Chachoengsao,13.78,101.054
Ngio Ngam,6501,Mueang Phitsanulok,65,Phitsanulok,16.671,100.237
Sam Ruean,1406,Bang Pa-in,14,Phra Nakhon Si Ayutthaya,14.292,100.647
Lubo Sawo,9603,Tak Bai,96,Narathiwat,6.486,101.667
Don Kha,7006,Bang Phae,70,Ratchaburi,13.668,100.006
Sanam Khli,6505,Bang Krathum,65,Phitsanulok,16.547,100.256
Don Makluea,7209,U Thong,72,Suphan Buri,14.263,99.95
Charoen Tham,1904,Wihan Daeng,19,Saraburi,14.387,101.006
Nong Luang,3217,Non Narai,32,Surin,15.228,103.927
San Kamphaeng,5013,San Kamphaeng,50,Chiang Mai,18.756,99.133
Mueang Khong,3309,Rasi Salai,33,Si Sa Ket,15.356,104.159
Han Taphao,1411,Wang Noi,14,Phra Nakhon Si Ayutthaya,14.304,100.78
Bang Toei,1307,Sam Khok,13,Pathum Thani,14.062,100.504
,1027,Bung Kum,10,Bangkok,13.808,100.65
Ban Sing,7007,Photharam,70,Ratchaburi,13.636,99.895
Kalasin,4601,Mueang Kalasin,46,Kalasin,16.437,103.522
Nong Klang Dong,6102,Thap Than,61,Uthai Thani,15.465,99.844
Chamaep,1411,Wang Noi,14,Phra Nakhon Si Ayutthaya,14.257,100.748
Sai Noi,1205,Sai Noi,12,Nonthaburi,13.976,100.344
,1011,Lat Krabang,10,Bangkok,13.728,100.815
Patong,8302,Kathu,83,Phuket,7.904,98.308
Na Di,7401,Mueang Samut Sakhon,74,Samut Sakhon,13.595,100.295
Khok Sanuan,3118,Chamni,31,Buri Ram,14.755,102.888
Chedi,7209,U Thong,72,Suphan Buri,14.353,99.966
Choeng Klat,1702,Bang Rachan,17,Sing Buri,14.91,100.269
Nong Kop,7005,Ban Pong,70,Ratchaburi,13.821,99.934
Kawa,9611,Su-ngai Padi,96,Narathiwat,6.02,101.889
Na Mom,9012,Na Mom,90,Songkhla,6.965,100.529
Hua Thale,3001,Mueang Nakhon Ratchasima,30,Nakhon Ratchasima,14.965,102.14
Si Trakun,3305,Khukhan,33,Si Sa Ket,14.639,104.28
Bang Nang,2005,Phan Thong,20,Chon Buri,13.487,101.067
Phanom Sarakham,2406,Phanom Sarakham,24,Chachoengsao,13.771,101.324
Wat Kaeo,7006,Bang Phae,70,Ratchaburi,13.657,99.918
Khlong Chik,1406,Bang Pa-in,14,Phra Nakhon Si Ayutthaya,14.214,100.597
Sila Dan,1802,Manorom,18,Chai Nat,15.354,100.122
Yang Chum Yai,3302,Yang Chum Noi,33,Si Sa Ket,15.212,104.413
Hua Chang,3310,Uthumphon Phisai,33,Si Sa Ket,15.251,104.132
Lom Sak,3305,Khukhan,33,Si Sa Ket,14.762,104.283
Krachan,7209,U Thong,72,Suphan Buri,14.367,99.928
Karubi,9411,Kapho,94,Pattani,6.57,101.556
Chan,3301,Mueang Si Sa Ket,33,Si Sa Ket,14.989,104.398
Kut Khae,4901,Mueang Mukdahan,49,Mukdahan,16.574,104.565
Rong Khem,5402,Mueang Phrae,54,Phrae,18.316,100.34
Ueat Yai,3402,Si Mueang Mai,34,Ubon Ratchathani,15.52,105.219
Kut Mueang Ham,3302,Yang Chum Noi,33,Si Sa Ket,15.235,104.319
Chaiya Sathan,5501,Mueang Nan,55,Nan,18.783,100.731
Sanam Chai,7201,Mueang Saphan Buri,72,Suphan Buri,14.492,100.169
,1011,Lat Krabang,10,Bangkok,13.736,100.855
Phai Kong Din,7204,Bang Pla Ma,72,Suphan Buri,14.34,100.264
Pua,5505,Pua,55,Nan,19.168,100.903
,3401,Mueang Ubon Ratchathani,34,Ubon Ratchathani,15.232,104.859
Pho Wong,3308,Khun Han,33,Si Sa Ket,14.666,104.458
Dong Khwang,4801,Mueang Nakhon Phanom,48,Nakhon Phanom,17.207,104.782
Thung Chai,3310,Uthumphon Phisai,33,Si Sa Ket,15.016,104.109
Thung Thong,7106,Tha Muang,71,Kanchanaburi,14.008,99.666
Thung Khwang,7302,Kamphaeng Saen,73,Nakhon Pathom,13.965,99.963
Thung Bua,7302,Kamphaeng Saen,73,Nakhon Pathom,14.041,99.935
Lam Khlong,4601,Mueang Kalasin,46,Kalasin,16.587,103.45
Chalong,8301,Mueang Phuket,83,Phuket,7.843,98.341
Bo Ta Lo,1411,Wang Noi,14,Phra Nakhon Si Ayutthaya,14.241,100.674
Khosit,9602,Tak Bai,96,Narathiwat,6.175,102.052
Talat,4401,Mueang Maha Sarakham,44,Maha Sarakham,16.175,103.319
Sakhu,8303,Thalang,83,Phuket,8.093,98.315
Bang Phra,8012,Pak Phanang,80,Nakhon Si Thammarat,8.326,100.23
Khok Kho Thao,7201,Mueang Saphan Buri,72,Suphan Buri,14.464,100.233
Karon,8301,Mueang Phuket,83,Phuket,7.835,98.301
Hom Sin,2404,Bang Pakong,24,Chachoengsao,13.543,100.892
Nong Sa,6102,Thap Than,61,Uthai Thani,15.445,99.82
Hat La,5303,Tha Pla,53,Uttaradit,17.76,100.333
Thung Pho,6604,Taphan Hin,66,Phichit,16.129,100.501
Nong Khu,3501,Mueang Yasothon,35,Yasothon,15.78,104.252
Sao Hae,4519,Nong Hi,45,Roi Et,15.55,104.062
,1034,Suan Luang,10,Bangkok,13.726,100.628
Samrong,3014,Pak Thong Chai,30,Nakhon Ratchasima,14.65,102.063
Bang Phueng,1606,Ban Mi,16,Lop Buri,14.994,100.496
Lao Klang,4618,Khong Chai,46,Kalasin,16.245,103.515
Nong Kung,4407,Na Chueak,44,Maha Sarakham,15.722,103.038
,1003,Nong Chok,10,Bangkok,13.914,100.82
Bo Haeo,5201,Mueang Lampang,52,Lampang,18.31,99.433
,1102,Bang Bo,11,Samut Prakarn,13.639,100.904
Ton Tan,7207,Song Phi Nong,72,Suphan Buri,14.22,100.061
Lipa Noi,8404,Ko Samui,84,Surat Thani,9.502,99.959
Ban Tham,2508,Si Maha Phot,25,Prachin Buri,13.976,101.552
Na Yang,7604,Cha-am,76,Phetchaburi,12.887,99.945
Ban Mai,3022,Nong Bunmak,30,Nakhon Ratchasima,14.754,102.398
Bang Phlap,7207,Song Phi Nong,72,Suphan Buri,14.252,100.046
Khaem,3310,Uthumphon Phisai,33,Si Sa Ket,15.198,104.14
Luang Tai,5205,Ngao,52,Lampang,18.743,99.958
Don Tanin,3012,Bua Yai,30,Nakhon Ratchasima,15.486,102.466
Ban Tako,3116,Huai Rat,31,Buri Ram,14.969,103.233
Huai Thua Nuea,6004,Nong Bua,60,Nakhon Sawan,15.855,100.504
Khun Si,1205,Sai Noi,12,Nonthaburi,14.005,100.287
Pho Chai,3310,Uthumphon Phisai,33,Si Sa Ket,15.173,104.227
Ban Wai,6703,Lom Sak,67,Phetchabun,16.759,101.293
Bang Kao,7604,Cha-am,76,Phetchaburi,12.856,99.985
Nong Bua,7403,Ban Phaeo,74,Samut Sakhon,13.598,100.075
Khlong Hae,9011,Hat Yai,90,Songkhla,7.055,100.48
Hat Ngio,5301,Mueang Uttaradit,53,Uttaradit,17.681,100.337
Nong Sa Pla,4106,Nong Saeng,41,Udon Thani,17.348,103.254
Kham Rian,4411,Yang Sisurat,44,Maha Sarakham,15.627,103.113
Phraphut,3032,Chaloem Phra Kiet,30,Nakhon Ratchasima,14.975,102.232
,6601,Mueang Phichit,66,Phichit,16.419,100.363
Ban Rai,6703,Lom Sak,67,Phetchabun,16.608,101.212
Bang Kham,1606,Ban Mi,16,Lop Buri,14.953,100.457
Takhian Thong,8402,Kanchanadit,84,Surat Thani,9.176,99.43
Fang Kham,3425,Sirindhorn,34,Ubon Ratchathani,15.134,105.364
Mot Daeng,7205,Si Prachan,72,Suphan Buri,14.57,100.119
Non Udom,4005,Chum Phae,40,Khon Kaen,16.505,102.231
Pha Suk,4104,Kumphawapi,41,Udon Thani,17.169,102.94
Ngao,8501,Mueang Ranong,85,Ranong,9.767,98.547
Nakha,4302,Tha Bo,43,Nong Khai,17.784,102.458
Matum,6506,Phrom Phiram,65,Phitsanulok,16.936,100.205
Thap Ya,1706,In Buri,17,Sing Buri,14.96,100.334
Phra Klang Thung,4805,That Phanom,48,Nakhon Phanom,16.986,104.699
Khung Samphao,1802,Manorom,18,Chai Nat,15.291,100.091
Thawat Buri,4505,Thawat Buri,45,Roi Et,16.116,103.811
Khan Than Rat,4404,Kantharawichai,44,Maha Sarakham,16.299,103.283
,1032,Prawet,10,Bangkok,13.719,100.664
,1101,Mueang Samut Prakan,11,Samut Prakarn,13.559,100.691
Khok Mo,6003,Chum Saeng,60,Nakhon Sawan,15.83,100.235
Nong Taphan,2105,Ban Khai,21,Rayong,12.752,101.258
,4518,Chiang Khwan,45,Roi Et,16.15,103.71
Ta Sao,3116,Huai Rat,31,Buri Ram,15.088,103.285
Phra Bu,4003,Phra Yuen,40,Khon Kaen,16.265,102.697
Nong Yai,3318,Mueang Chan,33,Si Sa Ket,15.198,104.035
Nai Khlong Bang Pla Kot,1105,Phra Samut Chedi,11,Samut Prakarn,13.588,100.541
Laem Talumphuk,8012,Pak Phanang,80,Nakhon Si Thammarat,8.458,100.196
Na Khu,1408,Phak Hai,14,Phra Nakhon Si Ayutthaya,14.468,100.272
Tha Kradan,8408,Khiri Rat Nikhom,84,Surat Thani,9.063,99.025
Ban Dan,5301,Mueang Uttaradit,53,Uttaradit,17.663,100.28
Hat Tha Sao,1801,Mueang Chai Nat,18,Chai Nat,15.2,100.079
Chiang Mai,4508,Pho Chai,45,Roi Et,16.242,103.804
Si Mum,3001,Mueang Nakhon Ratchasima,30,Nakhon Ratchasima,14.986,102.007
Lam Sai,1411,Wang Noi,14,Phra Nakhon Si Ayutthaya,14.2,100.641
Phak Waen,4517,Changhan,45,Roi Et,16.174,103.535
Khu Bua,7001,Mueang Ratchaburi,70,Ratchaburi,13.48,99.822
Nong Chalong,3305,Khukhan,33,Si Sa Ket,14.684,104.227
Tro Bon,9407,Sai Buri,94,Pattani,6.688,101.543
Takhian,3305,Khukhan,33,Si Sa Ket,14.773,104.248
Lam Hoei,7304,Don Tum,73,Nakhon Pathom,13.957,100.044
Khlong Tamru,2001,Mueang Chon Buri,20,Chon Buri,13.441,100.982
Rai Khing,7306,Sam Phran,73,Nakhon Pathom,13.737,100.283
Kamphaeng Saen,7302,Kamphaeng Saen,73,Nakhon Pathom,14.024,99.981
Tha Thong,6501,Mueang Phitsanulok,65,Phitsanulok,16.798,100.197
,1010,Min Buri,10,Bangkok,13.804,100.723
Bang Takhian,7207,Song Phi Nong,72,Suphan Buri,14.213,100.103
,1103,Bang Phli,11,Samut Prakarn,13.642,100.662
Don Ngua,4406,Borabue,44,Maha Sarakham,15.877,103.159
